Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
NER,Manipur,99,16,1.3,18-09-2013
NER,Assam,1167,152,24.5,18-09-2013
NER,Arunachal Pradesh,95,5,1.4,18-09-2013
NR,Punjab,7720,0,168.9,18-09-2013
NER,Meghalaya,239,14,4.1,18-09-2013
NR,Rajasthan,7990,0,179.8,18-09-2014
NR,Delhi,4845,0,101.4,18-09-2014
NR,UP,9114,5700,229.5,18-09-2014
NR,Uttarakhand,1633,235,35.2,18-09-2014
NR,HP,1286,0,27,18-09-2014
NR,Chandigarh,271,0,5.4,18-09-2014
WR,Chhattisgarh,3125,42,67.2,18-09-2014
WR,Gujarat,11350,64,249.4,18-09-2014
WR,Maharashtra,17160,54,373.7,18-09-2014
WR,Goa,390,0,7.8,18-09-2014
NR,J&K,1436,0,26.9,18-09-2014
WR,MP,6863,0,142.3,18-09-2014
WR,DNH,658,0,15,18-09-2014
WR,DD,275,0,6.1,18-09-2014
SR,Andhra Pradesh,5588,600,125.7,18-09-2014
SR,Telangana,6099,200,141.1,18-09-2014
SR,Karnataka,7550,800,157.6,18-09-2014
SR,Kerala,3327,0,60.3,18-09-2014
SR,Tamil Nadu,12866,0,272.8,18-09-2014
SR,Pondy,320,0,6.4,18-09-2014
ER,Bihar,2440,100,48.9,18-09-2014
ER,DVC,2460,0,55,18-09-2014
ER,Jharkhand,848,80,19.8,18-09-2014
ER,Odisha,3640,0,74.9,18-09-2014
ER,West Bengal,7477,0,144.6,18-09-2014
ER,Sikkim,88,0,1.2,18-09-2014
NER,Arunachal Pradesh,111,2,1.9,18-09-2014
NER,Assam,1175,241,24.1,18-09-2014
NER,Manipur,111,10,1.5,18-09-2014
NER,Meghalaya,274,6,4.4,18-09-2014
NER,Mizoram,72,2,1.2,18-09-2014
NER,Nagaland,110,4,1.8,18-09-2014
NER,Tripura,231,5,3.3,18-09-2014
NR,Haryana,7931,384,163.9,18-09-2014
NR,Punjab,8606,0,180.4,18-09-2014
WR,Essar steel,336,0,7.3,18-09-2014
NER,Tripura,259,1,3.6,18-09-2015
NER,Nagaland,102,3,1.7,18-09-2015
NER,Mizoram,74,5,1.2,18-09-2015
NER,Meghalaya,254,1,4,18-09-2015
NER,Manipur,130,2,1.9,18-09-2015
NER,Assam,1175,302,25.8,18-09-2015
NER,Arunachal Pradesh,102,4,2,18-09-2015
ER,Sikkim,76,0,1.1,18-09-2015
ER,West Bengal,6925,0,144.9,18-09-2015
ER,Odisha,3236,0,62.1,18-09-2015
ER,Jharkhand,1045,0,22.9,18-09-2015
ER,DVC,2498,0,59.9,18-09-2015
ER,Bihar,3251,0,70,18-09-2015
SR,Pondy,327,0,6.9,18-09-2015
SR,Tamil Nadu,13272,0,295.7,18-09-2015
SR,Kerala,3327,0,62.4,18-09-2015
SR,Karnataka,7018,800,154,18-09-2015
SR,Telangana,6182,0,134.5,18-09-2015
NR,UP,13318,4135,303.1,18-09-2015
NR,Uttarakhand,1894,0,39.5,18-09-2015
NR,HP,1198,0,24.1,18-09-2015
NR,J&K,1835,459,35.8,18-09-2015
NR,Chandigarh,246,0,5.2,18-09-2015
WR,Chhattisgarh,3221,22,76.9,18-09-2015
NER,Tripura,223,7,3.7,18-09-2015
WR,Gujarat,11187,0,247.9,18-09-2015
WR,Maharashtra,15936,21,339.5,18-09-2015
WR,Goa,377,0,7.9,18-09-2015
WR,DD,259,0,5.3,18-09-2015
WR,DNH,684,0,15.5,18-09-2015
WR,Essar steel,210,0,4.3,18-09-2015
SR,Andhra Pradesh,6081,0,134,18-09-2015
WR,MP,7472,0,155.8,18-09-2015
NR,Punjab,8835,0,197.1,18-09-2015
NR,Haryana,7889,0,168.8,18-09-2015
NR,Rajasthan,9963,0,205.2,18-09-2015
SR,Tamil Nadu,13196,0,293.2,18-09-2015
SR,Pondy,305,11,6.6,18-09-2015
ER,Bihar,3274,100,68.7,18-09-2015
ER,DVC,2409,0,58.6,18-09-2015
ER,Jharkhand,1003,0,22.3,18-09-2015
ER,Odisha,2827,100,58.4,18-09-2015
SR,Kerala,3308,200,61.8,18-09-2015
ER,West Bengal,6993,0,149.6,18-09-2015
NER,Arunachal Pradesh,108,1,1.9,18-09-2015
NER,Assam,1333,91,28.5,18-09-2015
NER,Manipur,136,1,2.1,18-09-2015
NER,Meghalaya,253,1,5,18-09-2015
NER,Mizoram,77,1,1.1,18-09-2015
NER,Nagaland,112,1,1.5,18-09-2015
ER,Sikkim,78,0,1.1,18-09-2015
NR,Rajasthan,9069,0,198.1,18-09-2015
SR,Karnataka,7143,700,149.6,18-09-2015
SR,Andhra Pradesh,6017,0,134.3,18-09-2015
NR,Delhi,5177,0,114,18-09-2015
NR,UP,12696,3520,292,18-09-2015
NR,Uttarakhand,1886,0,39.7,18-09-2015
NR,HP,1276,0,25.2,18-09-2015
NR,J&K,1672,418,34,18-09-2015
NR,Chandigarh,277,0,5.6,18-09-2015
SR,Telangana,5835,0,126.1,18-09-2015
WR,Chhattisgarh,3335,96,73.8,18-09-2015
WR,MP,7145,0,143.9,18-09-2015
WR,Maharashtra,15185,22,319.1,18-09-2015
WR,Goa,354,0,7.2,18-09-2015
WR,DD,294,0,6.3,18-09-2015
WR,DNH,671,0,15.8,18-09-2015
WR,Essar steel,245,0,4.9,18-09-2015
WR,Gujarat,13864,0,304.4,18-09-2015
NR,Delhi,4943,0,102.7,18-09-2015
NR,Haryana,7457,0,145.2,18-09-2015
NR,Punjab,8016,0,180.6,18-09-2015
WR,DD,296,0,6.5,18-09-2016
WR,Goa,393,0,7.7,18-09-2016
WR,Maharashtra,15961,0,330.5,18-09-2016
WR,MP,6920,0,151.2,18-09-2016
WR,Gujarat,13569,0,293.8,18-09-2016
WR,Chhattisgarh,3178,0,76.9,18-09-2016
WR,DNH,739,0,16.9,18-09-2016
NR,Chandigarh,258,0,5.1,18-09-2016
NR,HP,1174,0,24.8,18-09-2016
NR,Uttarakhand,1721,0,36.7,18-09-2016
NR,UP,14284,0,315.9,18-09-2016
NR,Delhi,4926,0,99.2,18-09-2016
NR,Rajasthan,9048,335,203.2,18-09-2016
NR,Haryana,8285,0,170.7,18-09-2016
NR,J&K,1872,468,35.8,18-09-2016
NR,Punjab,9360,0,210.1,18-09-2016
WR,Essar steel,526,0,10.3,18-09-2016
SR,Karnataka,7626,0,169.8,18-09-2016
NER,Mizoram,68,0,1.1,18-09-2016
NER,Meghalaya,256,0,4.3,18-09-2016
NER,Manipur,127,0,1.8,18-09-2016
NER,Assam,1532,1,27.3,18-09-2016
NER,Arunachal Pradesh,104,1,1.9,18-09-2016
ER,Sikkim,69,0,1.3,18-09-2016
SR,Andhra Pradesh,6452,0,141.2,18-09-2016
ER,West Bengal,7303,0,131.5,18-09-2016
ER,Jharkhand,1076,0,21,18-09-2016
ER,DVC,2597,0,57.9,18-09-2016
ER,Bihar,3291,0,68,18-09-2016
SR,Pondy,304,0,6.5,18-09-2016
SR,Tamil Nadu,12915,0,280.6,18-09-2016
SR,Kerala,3051,0,58.2,18-09-2016
ER,Odisha,3885,0,77.1,18-09-2016
NER,Nagaland,106,1,1.8,18-09-2016
SR,Telangana,6116,0,134.8,18-09-2016
NER,Tripura,256,0,4.1,18-09-2016
NER,Arunachal Pradesh,105,3,1.9,18-09-2017
ER,Sikkim,91,0,1,18-09-2017
ER,West Bengal,7861,0,142.4,18-09-2017
ER,Odisha,4207,0,87.6,18-09-2017
ER,Jharkhand,1114,0,23.4,18-09-2017
ER,DVC,2607,0,63.2,18-09-2017
NER,Assam,1657,113,26.6,18-09-2017
ER,Bihar,4339,0,75.3,18-09-2017
SR,Tamil Nadu,12800,0,259.3,18-09-2017
SR,Kerala,3277,0,59.9,18-09-2017
SR,Karnataka,6686,0,130.7,18-09-2017
SR,Telangana,7511,0,164,18-09-2017
SR,Andhra Pradesh,6734,0,144,18-09-2017
WR,Essar steel,413,0,7.6,18-09-2017
SR,Pondy,338,0,6.9,18-09-2017
WR,DNH,729,0,16.4,18-09-2017
NR,Haryana,7865,225,168.7,18-09-2017
NER,Meghalaya,231,0,3.7,18-09-2017
NR,Rajasthan,9756,0,199.7,18-09-2017
NR,Delhi,5553,0,107.3,18-09-2017
NR,UP,17231,470,399.1,18-09-2017
NR,Uttarakhand,1955,0,40.4,18-09-2017
NR,HP,1296,0,25.7,18-09-2017
NR,J&K,2235,559,40.3,18-09-2017
NR,Chandigarh,262,0,5.3,18-09-2017
WR,Chhattisgarh,3381,0,82.2,18-09-2017
WR,Gujarat,13761,0,295.3,18-09-2017
WR,MP,7439,0,164,18-09-2017
WR,Maharashtra,17475,0,374.6,18-09-2017
WR,Goa,408,0,8.7,18-09-2017
NER,Tripura,225,6,4.4,18-09-2017
NER,Nagaland,114,1,2,18-09-2017
NER,Mizoram,81,0,1.3,18-09-2017
NR,Punjab,9378,0,206.7,18-09-2017
NER,Manipur,146,2,2,18-09-2017
WR,DD,328,0,7,18-09-2017
SR,Andhra Pradesh,7170,0,162,18-09-2018
WR,DNH,787,0,18.3,18-09-2018
WR,DD,353,0,7.4,18-09-2018
WR,Goa,475,0,12.1,18-09-2018
WR,Maharashtra,22798,0,491,18-09-2018
WR,MP,9370,0,209.3,18-09-2018
WR,Gujarat,17369,0,388,18-09-2018
WR,Chhattisgarh,4039,58,94.4,18-09-2018
NR,Chandigarh,255,0,5,18-09-2018
NR,J&K,2023,506,39.5,18-09-2018
NR,HP,1420,0,29.1,18-09-2018
NR,Uttarakhand,1775,135,39.1,18-09-2018
NR,UP,17948,130,383.6,18-09-2018
NR,Rajasthan,10083,0,226.2,18-09-2018
NR,Punjab,9678,0,224.9,18-09-2018
NR,Haryana,8744,0,184.9,18-09-2018
WR,Essar steel,510,0,10.5,18-09-2018
SR,Telangana,9013,0,189.1,18-09-2018
NR,Delhi,5075,0,107.5,18-09-2018
SR,Kerala,3632,0,70.5,18-09-2018
SR,Karnataka,9165,0,195.6,18-09-2018
NER,Mizoram,70,4,1.7,18-09-2018
NER,Nagaland,118,3,2.5,18-09-2018
NER,Tripura,290,2,5.5,18-09-2018
NER,Meghalaya,311,0,5.2,18-09-2018
NER,Assam,1829,56,34.1,18-09-2018
NER,Arunachal Pradesh,130,3,2.4,18-09-2018
NER,Manipur,183,2,2.4,18-09-2018
ER,West Bengal,8778,0,169.5,18-09-2018
ER,Odisha,4923,0,96.5,18-09-2018
ER,Jharkhand,1000,0,24.2,18-09-2018
ER,DVC,2550,-1,49.1,18-09-2018
ER,Bihar,5011,0,97.9,18-09-2018
SR,Pondy,324,0,7.1,18-09-2018
SR,Tamil Nadu,14135,0,295.6,18-09-2018
ER,Sikkim,93,0,1.1,18-09-2018
ER,West Bengal,8214,0,164.1,18-09-2019
ER,Bihar,5039,0,79.2,18-09-2019
ER,DVC,2816,0,61.1,18-09-2019
ER,Jharkhand,1220,0,25.4,18-09-2019
ER,Odisha,5147,0,105.7,18-09-2019
ER,Sikkim,100,0,1.2,18-09-2019
NER,Tripura,289,2,5.2,18-09-2019
NER,Assam,1788,88,33.1,18-09-2019
NER,Manipur,165,1,2.4,18-09-2019
NER,Meghalaya,308,0,5.3,18-09-2019
NER,Mizoram,91,1,1.6,18-09-2019
NER,Nagaland,133,1,2.3,18-09-2019
SR,Pondy,371,0,7.5,18-09-2019
NER,Arunachal Pradesh,129,1,2.3,18-09-2019
SR,Tamil Nadu,13510,0,282.1,18-09-2019
WR,Goa,541,0,11.5,18-09-2019
SR,Karnataka,9343,0,177.7,18-09-2019
NR,Haryana,9543,0,208.4,18-09-2019
NR,Rajasthan,11097,0,245.5,18-09-2019
NR,Delhi,5829,0,121,18-09-2019
NR,Uttarakhand,1871,0,37.7,18-09-2019
NR,HP,1517,0,31.5,18-09-2019
NR,J&K,2928,586,42.2,18-09-2019
NR,Chandigarh,279,0,5.8,18-09-2019
SR,Kerala,3398,0,68.4,18-09-2019
WR,Chhattisgarh,4023,0,90.6,18-09-2019
WR,MP,8213,0,169.8,18-09-2019
WR,Maharashtra,18468,0,399.2,18-09-2019
WR,DD,337,0,7.4,18-09-2019
WR,DNH,811,0,18.7,18-09-2019
WR,Essar steel,363,0,5.6,18-09-2019
SR,Andhra Pradesh,7445,0,159.2,18-09-2019
SR,Telangana,8043,0,161.5,18-09-2019
WR,Gujarat,14370,0,316.1,18-09-2019
NR,UP,17764,0,351.9,18-09-2019
NR,Punjab,10612,0,243,18-09-2019
NER,Tripura,252,0,4.7,18-09-2021
WR,DD,342,0,7.7,18-09-2021
WR,Goa,586,0,12.4,18-09-2021
WR,Maharashtra,20638,0,459.2,18-09-2021
WR,MP,9378,0,191.2,18-09-2021
WR,Gujarat,14252,0,312.2,18-09-2021
WR,Chhattisgarh,3764,0,81.8,18-09-2021
WR,DNH,828,0,17.4,18-09-2021
NR,Chandigarh,270,0,5.5,18-09-2021
NR,HP,1470,0,32.3,18-09-2021
NR,Uttarakhand,1985,0,42.8,18-09-2021
NR,UP,18809,0,334.3,18-09-2021
NR,Delhi,4301,0,91.2,18-09-2021
NR,Rajasthan,9892,0,220.5,18-09-2021
NR,Haryana,7715,0,162.2,18-09-2021
NR,J&K(UT) & Ladakh(UT),2530,250,47,18-09-2021
NR,Punjab,10367,0,235.8,18-09-2021
WR,AMNSIL,703,0,15.8,18-09-2021
SR,Telangana,12432,0,240.1,18-09-2021
NER,Meghalaya,320,0,5.5,18-09-2021
NER,Manipur,187,0,2.5,18-09-2021
NER,Assam,1773,0,32.7,18-09-2021
NER,Arunachal Pradesh,135,0,2.3,18-09-2021
ER,Sikkim,95,0,1.5,18-09-2021
ER,West Bengal,7664,0,151.2,18-09-2021
SR,Andhra Pradesh,10338,0,209.3,18-09-2021
ER,Odisha,5472,0,114.2,18-09-2021
ER,DVC,3045,0,63.7,18-09-2021
ER,Bihar,5831,0,107.4,18-09-2021
SR,Puducherry,415,0,8.7,18-09-2021
SR,Tamil Nadu,14573,0,321.7,18-09-2021
SR,Kerala,3679,0,74.5,18-09-2021
SR,Karnataka,11723,0,216.2,18-09-2021
ER,Jharkhand,1265,0,29.1,18-09-2021
NER,Mizoram,98,0,1.2,18-09-2021
NER,Nagaland,126,0,2.5,18-09-2021
NR,Punjab,11779,0,264.1,18-09-2022
SR,Telangana,11841,0,214.8,18-09-2022
SR,Andhra Pradesh,10391,0,208.5,18-09-2022
WR,AMNSIL,612,0,13.7,18-09-2022
WR,DNHDDPDCL,1128,0,26.3,18-09-2022
WR,Goa,557,0,11.3,18-09-2022
WR,Maharashtra,19695,0,421.9,18-09-2022
SR,Karnataka,9162,0,172,18-09-2022
WR,MP,9911,0,206.6,18-09-2022
WR,Chhattisgarh,4553,0,106.7,18-09-2022
NR,Chandigarh,265,0,5.1,18-09-2022
NR,J&K(UT) & Ladakh(UT),2517,200,49.6,18-09-2022
NR,HP,1567,0,32.7,18-09-2022
NR,Uttarakhand,1746,0,36.1,18-09-2022
NR,UP,20606,0,378.5,18-09-2022
WR,Gujarat,14730,0,327.5,18-09-2022
NR,Delhi,5094,0,99.3,18-09-2022
SR,Kerala,3432,0,71.1,18-09-2022
SR,Tamil Nadu,13780,0,314.8,18-09-2022
NER,Tripura,302,0,5,18-09-2022
NER,Nagaland,153,0,2.9,18-09-2022
NER,Mizoram,92,0,1.6,18-09-2022
NER,Meghalaya,322,0,6,18-09-2022
NER,Manipur,181,0,2.6,18-09-2022
NER,Assam,2225,0,41.7,18-09-2022
NR,Haryana,9026,150,190.1,18-09-2022
NER,Arunachal Pradesh,145,0,2.4,18-09-2022
ER,West Bengal,8464,0,160.6,18-09-2022
ER,Odisha,6350,0,137.5,18-09-2022
ER,Jharkhand,1540,170,31.5,18-09-2022
ER,DVC,3382,0,71.4,18-09-2022
ER,Bihar,6216,0,114.7,18-09-2022
SR,Puducherry,372,0,8.6,18-09-2022
ER,Sikkim,92,0,1,18-09-2022
NR,Rajasthan,13576,0,288.7,18-09-2022
NR,Haryana,5861,0,114.9,18-10-2013
NER,Tripura,237,1,3.8,18-10-2013
NR,Rajasthan,7040,0,150.9,18-10-2013
NR,Delhi,3957,0,79.6,18-10-2013
NR,UP,9802,2100,216.1,18-10-2013
NR,Uttarakhand,1572,75,31.3,18-10-2013
NR,HP,1245,0,24.7,18-10-2013
NR,J&K,1810,100,35.9,18-10-2013
NR,Chandigarh,212,0,3.8,18-10-2013
WR,Chhattisgarh,2693,19,59.7,18-10-2013
WR,Gujarat,10656,3,231.9,18-10-2013
WR,MP,6546,0,130.8,18-10-2013
WR,Maharashtra,15640,76,338.8,18-10-2013
WR,Goa,375,0,8.2,18-10-2013
WR,DD,259,0,5.1,18-10-2013
WR,DNH,649,0,15.3,18-10-2013
WR,Essar steel,27,0,5.9,18-10-2013
SR,Karnataka,7398,600,157.5,18-10-2013
SR,Kerala,2814,150,56.9,18-10-2013
NER,Nagaland,92,6,1.4,18-10-2013
NER,Mizoram,55,5,1.1,18-10-2013
NER,Meghalaya,235,5,4.4,18-10-2013
NER,Manipur,108,2,1.4,18-10-2013
NER,Assam,1120,124,23.4,18-10-2013
NER,Arunachal Pradesh,105,4,1.3,18-10-2013
NR,Punjab,5377,0,113,18-10-2013
ER,Sikkim,86,0,1.5,18-10-2013
ER,Odisha,3306,0,63.1,18-10-2013
ER,Jharkhand,928,0,19.8,18-10-2013
ER,DVC,2553,0,56.1,18-10-2013
ER,Bihar,1930,0,38.6,18-10-2013
SR,Pondy,296,0,6.4,18-10-2013
SR,Tamil Nadu,11105,1024,245.5,18-10-2013
ER,West Bengal,6560,0,119.4,18-10-2013
SR,Andhra Pradesh,11268,1000,248.1,18-10-2013
NER,Assam,1154,170,23.2,18-10-2014
NER,Arunachal Pradesh,85,2,1.2,18-10-2014
WR,DNH,650,0,15,18-10-2014
WR,Essar steel,385,0,8.1,18-10-2014
SR,Andhra Pradesh,5517,700,120.3,18-10-2014
SR,Telangana,6433,400,143.4,18-10-2014
SR,Karnataka,7023,1000,151.9,18-10-2014
NER,Manipur,122,1,1.5,18-10-2014
WR,DD,272,0,6,18-10-2014
SR,Tamil Nadu,10464,932,228.9,18-10-2014
ER,Bihar,2604,300,47,18-10-2014
ER,DVC,2427,0,55.2,18-10-2014
ER,Jharkhand,923,0,20.6,18-10-2014
ER,Odisha,3665,350,69.9,18-10-2014
ER,West Bengal,7114,0,132.6,18-10-2014
ER,Sikkim,99,0,1.7,18-10-2014
SR,Pondy,275,20,5.8,18-10-2014
WR,Goa,424,0,8.8,18-10-2014
SR,Kerala,2938,150,58.2,18-10-2014
WR,MP,7537,0,169.3,18-10-2014
WR,Maharashtra,19523,294,413.1,18-10-2014
NER,Tripura,215,1,3.4,18-10-2014
NER,Nagaland,106,0,1.8,18-10-2014
NER,Mizoram,73,0,1.1,18-10-2014
NER,Meghalaya,242,0,3.9,18-10-2014
NR,Haryana,5695,689,111.6,18-10-2014
NR,Rajasthan,8353,0,180.4,18-10-2014
NR,Punjab,4760,700,107.9,18-10-2014
NR,UP,8594,3230,206.1,18-10-2014
NR,Uttarakhand,1422,245,28.6,18-10-2014
NR,HP,1271,0,23.8,18-10-2014
NR,J&K,1624,0,29.6,18-10-2014
NR,Chandigarh,185,0,3.4,18-10-2014
WR,Chhattisgarh,3105,18,66.6,18-10-2014
WR,Gujarat,13504,0,305.7,18-10-2014
NR,Delhi,3360,13,68.4,18-10-2014
WR,MP,9946,0,224.3,18-10-2015
WR,Essar steel,268,0,2.6,18-10-2015
WR,DNH,705,0,16.4,18-10-2015
WR,DD,286,0,6.5,18-10-2015
WR,Goa,408,0,8.1,18-10-2015
WR,Maharashtra,19807,308,420.4,18-10-2015
WR,Gujarat,13639,0,308.7,18-10-2015
NR,Rajasthan,9719,0,210.5,18-10-2015
NR,Chandigarh,180,0,3.5,18-10-2015
NR,J&K,2055,-514,41.5,18-10-2015
NR,HP,1140,0,22.4,18-10-2015
NR,Uttarakhand,1647,0,33.5,18-10-2015
NR,UP,11933,-2655,263.1,18-10-2015
NR,Delhi,3762,0,78.4,18-10-2015
WR,Chhattisgarh,3764,96,87.6,18-10-2015
SR,Andhra Pradesh,6563,0,147.8,18-10-2015
NER,Nagaland,102,6,1.8,18-10-2015
SR,Karnataka,6314,1500,144.6,18-10-2015
NR,Haryana,6771,0,128.9,18-10-2015
NER,Mizoram,65,5,1.2,18-10-2015
NER,Meghalaya,286,0,4.5,18-10-2015
NER,Manipur,122,7,2.3,18-10-2015
NER,Assam,1286,158,25.3,18-10-2015
NER,Arunachal Pradesh,104,6,1.9,18-10-2015
ER,Sikkim,94,0,1.3,18-10-2015
ER,West Bengal,7386,0,146.3,18-10-2015
ER,Odisha,4220,0,67.3,18-10-2015
ER,Jharkhand,1147,0,23.3,18-10-2015
ER,DVC,2611,0,58.7,18-10-2015
ER,Bihar,3463,300,68,18-10-2015
SR,Pondy,297,0,6.4,18-10-2015
SR,Tamil Nadu,12295,0,270.3,18-10-2015
SR,Kerala,3069,0,57.8,18-10-2015
SR,Telangana,6417,0,148.2,18-10-2015
NR,Punjab,5141,0,114.1,18-10-2015
NER,Tripura,240,0,3.6,18-10-2015
NER,Nagaland,101,4,1.9,18-10-2016
WR,Goa,442,0,9.2,18-10-2016
WR,Maharashtra,19887,0,421.5,18-10-2016
WR,MP,7617,0,165.5,18-10-2016
WR,Gujarat,13356,19,295.2,18-10-2016
WR,Chhattisgarh,3304,0,73.3,18-10-2016
NR,Chandigarh,201,0,3.8,18-10-2016
WR,DD,328,0,7.3,18-10-2016
NR,J&K,2010,502,34.6,18-10-2016
NR,Uttarakhand,1838,0,36.4,18-10-2016
NR,UP,12602,0,276.8,18-10-2016
NR,Delhi,3870,0,78.1,18-10-2016
NR,Rajasthan,9028,0,196.9,18-10-2016
NR,Haryana,7122,0,135.3,18-10-2016
NR,Punjab,6014,0,126,18-10-2016
NR,HP,1290,0,24.3,18-10-2016
NER,Tripura,277,1,4.6,18-10-2016
WR,DNH,771,0,17.7,18-10-2016
SR,Karnataka,9232,0,206.4,18-10-2016
NER,Mizoram,74,1,1.2,18-10-2016
NER,Meghalaya,250,3,4.5,18-10-2016
NER,Manipur,112,5,2,18-10-2016
NER,Assam,1535,49,27.5,18-10-2016
NER,Arunachal Pradesh,113,2,2.2,18-10-2016
ER,Sikkim,92,0,1.2,18-10-2016
WR,Essar steel,382,0,6.5,18-10-2016
ER,West Bengal,7860,0,143.4,18-10-2016
ER,Jharkhand,1131,0,23.7,18-10-2016
ER,DVC,2727,0,63.2,18-10-2016
ER,Bihar,3440,0,69.9,18-10-2016
SR,Pondy,324,0,7.1,18-10-2016
SR,Tamil Nadu,14005,0,306.5,18-10-2016
SR,Kerala,3604,0,67.1,18-10-2016
ER,Odisha,3930,0,73.3,18-10-2016
SR,Telangana,7547,0,156.1,18-10-2016
SR,Andhra Pradesh,7266,0,164.1,18-10-2016
NR,Punjab,6161,0,131,18-10-2017
SR,Kerala,3273,0,63.2,18-10-2017
SR,Tamil Nadu,10046,0,220.6,18-10-2017
SR,Pondy,271,0,5.4,18-10-2017
ER,Bihar,4634,0,88.1,18-10-2017
ER,DVC,3088,0,68.3,18-10-2017
ER,Jharkhand,1113,0,23.9,18-10-2017
ER,Odisha,4180,0,86.2,18-10-2017
ER,West Bengal,8303,0,151.5,18-10-2017
ER,Sikkim,87,0,1.1,18-10-2017
NER,Arunachal Pradesh,108,2,2.5,18-10-2017
NER,Assam,1724,56,31.7,18-10-2017
NER,Manipur,156,2,2,18-10-2017
NER,Meghalaya,272,0,5.3,18-10-2017
NER,Mizoram,79,3,1.3,18-10-2017
NER,Nagaland,104,4,2.4,18-10-2017
SR,Karnataka,7047,0,140.9,18-10-2017
SR,Telangana,7128,0,157.2,18-10-2017
SR,Andhra Pradesh,6692,0,146,18-10-2017
WR,Essar steel,476,0,9.8,18-10-2017
NR,Haryana,6975,0,145.1,18-10-2017
NR,Rajasthan,9583,0,195.4,18-10-2017
NR,Delhi,4001,0,82.8,18-10-2017
NR,UP,17966,0,363.2,18-10-2017
NR,Uttarakhand,1721,0,34.3,18-10-2017
NR,HP,1260,0,23.1,18-10-2017
NER,Tripura,285,0,4.1,18-10-2017
NR,J&K,2038,509,40.1,18-10-2017
WR,Chhattisgarh,3666,0,81.4,18-10-2017
WR,Gujarat,14330,0,312.5,18-10-2017
WR,MP,9551,0,210.8,18-10-2017
WR,Maharashtra,17434,0,391.7,18-10-2017
WR,Goa,390,0,8.3,18-10-2017
WR,DD,312,0,7,18-10-2017
WR,DNH,739,0,17.1,18-10-2017
NR,Chandigarh,181,0,3.6,18-10-2017
NER,Mizoram,81,1,1.8,18-10-2018
NER,Tripura,251,0,5,18-10-2018
NER,Nagaland,99,2,2.6,18-10-2018
NER,Meghalaya,263,1,4.9,18-10-2018
NER,Assam,1384,21,22.5,18-10-2018
NER,Arunachal Pradesh,105,1,2.2,18-10-2018
ER,Sikkim,76,0,1,18-10-2018
ER,West Bengal,6816,0,116.1,18-10-2018
ER,Odisha,4729,0,99.8,18-10-2018
ER,Jharkhand,999,0,24.5,18-10-2018
ER,DVC,2853,0,61.4,18-10-2018
ER,Bihar,4421,0,82.2,18-10-2018
SR,Pondy,287,0,6.1,18-10-2018
SR,Tamil Nadu,11636,0,254.1,18-10-2018
SR,Kerala,3232,75,63.1,18-10-2018
SR,Karnataka,7839,0,151.5,18-10-2018
SR,Telangana,8895,0,192,18-10-2018
SR,Andhra Pradesh,7604,0,172.6,18-10-2018
WR,Essar steel,421,0,8,18-10-2018
WR,DNH,712,0,15.8,18-10-2018
WR,DD,283,0,6.1,18-10-2018
NR,Punjab,6038,0,137.2,18-10-2018
NR,Haryana,6697,0,146.3,18-10-2018
NR,Rajasthan,10686,0,219.6,18-10-2018
NR,Delhi,3986,0,80.4,18-10-2018
NR,UP,16612,20,333.4,18-10-2018
NR,Uttarakhand,1759,0,35.6,18-10-2018
NER,Manipur,162,2,2.2,18-10-2018
NR,HP,1454,0,27,18-10-2018
NR,Chandigarh,186,0,3.4,18-10-2018
WR,Chhattisgarh,4394,0,101.5,18-10-2018
WR,Gujarat,15709,0,358.3,18-10-2018
WR,MP,11510,0,252.1,18-10-2018
WR,Maharashtra,21380,0,463.4,18-10-2018
WR,Goa,470,0,9.7,18-10-2018
NR,J&K,2001,500,40.2,18-10-2018
NR,Delhi,4341,0,86.4,18-10-2019
NR,UP,16308,0,323.6,18-10-2019
NR,Haryana,7001,0,145.9,18-10-2019
NR,Uttarakhand,1763,0,35.7,18-10-2019
NR,HP,1479,0,28.1,18-10-2019
NR,J&K,2104,526,30.5,18-10-2019
NR,Chandigarh,214,0,4.1,18-10-2019
WR,Chhattisgarh,3755,0,83.1,18-10-2019
WR,Gujarat,16499,0,364.7,18-10-2019
WR,MP,8706,0,187.1,18-10-2019
WR,Maharashtra,20217,0,441.8,18-10-2019
WR,Goa,541,0,12.8,18-10-2019
WR,DD,343,0,7.6,18-10-2019
WR,DNH,776,0,18.3,18-10-2019
WR,Essar steel,308,0,5.7,18-10-2019
SR,Andhra Pradesh,7244,0,154.9,18-10-2019
SR,Telangana,7754,0,163.4,18-10-2019
NR,Punjab,5892,0,118.8,18-10-2019
NR,Rajasthan,10041,0,213,18-10-2019
SR,Tamil Nadu,13655,0,276.9,18-10-2019
NER,Tripura,292,1,4.9,18-10-2019
NER,Nagaland,126,2,1.8,18-10-2019
NER,Mizoram,95,1,1.7,18-10-2019
NER,Meghalaya,329,0,5.4,18-10-2019
NER,Manipur,165,2,2.6,18-10-2019
NER,Assam,1714,110,30.1,18-10-2019
SR,Kerala,3362,0,67.9,18-10-2019
NER,Arunachal Pradesh,129,1,2.1,18-10-2019
ER,West Bengal,8446,0,161.1,18-10-2019
ER,Odisha,4114,0,81.7,18-10-2019
ER,Jharkhand,1313,0,25.5,18-10-2019
